task_id,task_name,company,order_name,campaas,campaas_1,bu,bu_1,currency,amount_untaxed,fecha_pub,fecha_estimada,importe_linea
29888,Martu Ortiz (Pauta por 30 días),NEXT STEP ADVERTISING S.R.L.,AR04003,False,Campañas,False,ZAS ARGENTINA,USD,4000.0,2026-05-08 14:00:00,False,500.0
29704,Juli Bianco (Replica Tik Tok),NEXT STEP ADVERTISING S.R.L.,AR03895,False,Campañas,False,ZAS ARGENTINA,USD,2700.0,2026-05-07 14:00:00,False,550.0
29685,Domi Faena (Reel Collab),NEXT STEP ADVERTISING S.R.L.,AR03816,False,Campañas,False,ZAS ARGENTINA,ARS,6500000.0,2026-05-14 14:00:00,False,6500000.0
29679,La Casita Pinterest (Tiktok),NEXT STEP ADVERTISING S.R.L.,AR03958,False,Campañas,False,ZAS ARGENTINA,ARS,1500000.0,2026-05-11 12:00:00,False,700000.0
28123,Maxi Sieghart (Conducción),NEXT STEP ADVERTISING S.R.L.,AR03583,False,Campañas,False,ZAS ARGENTINA,ARS,10800000.0,2026-03-31 17:00:00,False,1200000.0
27166,Juli Bianco (Pauta por 30 días),NEXT STEP ADVERTISING S.R.L.,AR03594,False,Campañas,False,ZAS ARGENTINA,ARS,1400000.0,False,False,150000.0
25640,Domi Faena (Historia Instagram),NEXT STEP ADVERTISING S.R.L.,AR03195,False,Campañas,False,ZAS ARGENTINA,ARS,8000000.0,2026-02-24 15:00:00,False,1400000.0
24398,Kiari Hernandez (Tiktok),NEXT STEP ADVERTISING S.R.L.,AR03428,False,Campañas,False,ZAS ARGENTINA,ARS,1200000.0,2026-02-27 13:00:00,False,1200000.0
23363,Juli Bianco (Historia Instagram),NEXT STEP ADVERTISING S.R.L.,AR03206,False,Campañas,False,ZAS ARGENTINA,ARS,0.0,2026-01-26 15:00:00,False,0.0
18324,Fino y Elegante (Contenido para pauta),NEXT STEP ADVERTISING S.R.L.,AR03019,False,Campañas,False,ZAS ARGENTINA,ARS,1450000.0,2026-01-05 15:00:00,False,1450000.0
17942,Delfi Peña (Presencia),NEXT STEP ADVERTISING S.R.L.,AR02891,False,Campañas,False,ZAS ARGENTINA,ARS,500000.0,2025-12-04 17:00:00,False,100000.0
17938,Martu Ortiz (Historia Instagram 1),NEXT STEP ADVERTISING S.R.L.,AR02999,False,Campañas,False,ZAS ARGENTINA,ARS,3000000.0,2025-12-18 17:00:00,False,1500000.0
29710,Juli Bianco (Historia Instagram) 2,NEXT STEP ADVERTISING S.R.L.,AR03961,False,Campañas,False,ZAS ARGENTINA,ARS,2610000.0,2026-05-15 14:00:00,False,600000.0
29701,Juli Bianco (Historia Instagram) 1,NEXT STEP ADVERTISING S.R.L.,AR03895,False,Campañas,False,ZAS ARGENTINA,USD,2700.0,2026-05-12 14:00:00,False,350.0
29678,La Casita Pinterest (Historia Instagram) 2,NEXT STEP ADVERTISING S.R.L.,AR03958,False,Campañas,False,ZAS ARGENTINA,ARS,1500000.0,2026-05-13 14:00:00,False,400000.0
29253,Maxi Sieghart (Conducción) 7,NEXT STEP ADVERTISING S.R.L.,AR03583,False,Campañas,False,ZAS ARGENTINA,ARS,10800000.0,False,2026-09-28 14:00:00,1200000.0
28570,La Casita Pinterest (Reel Instagram),NEXT STEP ADVERTISING S.R.L.,AR03668,False,Campañas,False,ZAS ARGENTINA,ARS,1000000.0,2026-04-20 15:00:00,2026-04-21 14:00:00,500000.0
28333,Keruza (Reel Instagram),NEXT STEP ADVERTISING S.R.L.,AR03729,False,Campañas,False,ZAS ARGENTINA,USD,1600.0,2026-04-29 18:00:00,2026-04-29 20:00:00,1150.0
28111,Ezzequiel (Reel Instagram),NEXT STEP ADVERTISING S.R.L.,AR03596,False,Campañas,False,ZAS ARGENTINA,USD,2545.0,2026-04-27 17:00:00,2026-04-24 15:00:00,1950.0
28094,Milo Gonzalez (Producción),NEXT STEP ADVERTISING S.R.L.,AR03760,False,Campañas,False,ZAS ARGENTINA,USD,1500.0,2026-05-30 13:00:00,False,1500.0
28083,Lucas Villoria (Pauta por 30 días),NEXT STEP ADVERTISING S.R.L.,AR03742,False,Campañas,False,ZAS ARGENTINA,ARS,4200000.0,2026-05-04 14:00:00,False,900000.0
27504,Vicky Gils (Exclusividad) 1,NEXT STEP ADVERTISING S.R.L.,AR03633,False,Campañas,False,ZAS ARGENTINA,ARS,4700000.0,2026-05-08 12:00:00,2026-05-07 19:00:00,1000000.0
27499,Davo Xeneixe (Integracion Youtube) 1,NEXT STEP ADVERTISING S.R.L.,AR03715,False,Campañas,False,ZAS ARGENTINA,USD,40000.0,2026-05-02 14:00:00,False,8000.0
27491,Juli Bianco (Historia Instagram),NEXT STEP ADVERTISING S.R.L.,AR03264,False,Campañas,False,ZAS ARGENTINA,ARS,1300000.0,2026-04-21 14:00:00,2026-04-16 19:00:00,400000.0
27322,Maxi Sieghart (Cápsula de video) 1,NEXT STEP ADVERTISING S.R.L.,AR03684,False,Campañas,False,ZAS ARGENTINA,ARS,700000.0,2026-03-31 18:00:00,2026-04-01 14:00:00,175000.0
27182,La Toba (Pauta por 30 días),NEXT STEP ADVERTISING S.R.L.,AR03651,False,Campañas,False,ZAS ARGENTINA,ARS,300000.0,2026-03-26 13:00:00,False,300000.0
27179,Martu Ortiz (Pauta por 30 días),NEXT STEP ADVERTISING S.R.L.,AR03613,False,Campañas,False,ZAS ARGENTINA,ARS,900000.0,2026-03-26 13:00:00,False,900000.0
27174,Juli Bianco (Reel Instagram),NEXT STEP ADVERTISING S.R.L.,AR03417,False,Campañas,False,ZAS ARGENTINA,ARS,850000.0,2026-02-20 01:00:00,False,850000.0
27135,Jacinta de Oromi (Exclusividad),NEXT STEP ADVERTISING S.R.L.,AR03647,False,Campañas,False,ZAS ARGENTINA,USD,4000.0,2026-04-21 14:00:00,2026-04-01 18:00:00,1000.0
27134,Martu Ortiz (Historia Instagram),NEXT STEP ADVERTISING S.R.L.,AR03552,False,Campañas,False,ZAS ARGENTINA,ARS,1400000.0,2026-04-28 14:00:00,2026-04-06 18:00:00,1400000.0
26802,Juli Bianco (Historia Instagram),NEXT STEP ADVERTISING S.R.L.,AR03599,False,Campañas,False,ZAS ARGENTINA,ARS,180000.0,2026-03-31 13:00:00,2026-03-31 14:00:00,180000.0
26793,More Andrade (Tiktok),NEXT STEP ADVERTISING S.R.L.,AR03601,False,Campañas,False,ZAS ARGENTINA,ARS,2500000.0,2026-03-28 01:00:00,False,1900000.0
26749,Cami Gorban (Historia Instagram),NEXT STEP ADVERTISING S.R.L.,AR03648,False,Campañas,False,ZAS ARGENTINA,ARS,500000.0,2026-04-06 14:00:00,False,500000.0
26468,Jacinta de Oromi (Historia Instagram) 1,NEXT STEP ADVERTISING S.R.L.,AR03557,False,Campañas,False,ZAS ARGENTINA,USD,1000.0,2026-03-26 23:00:00,2026-03-26 14:00:00,500.0
26465,Guada Pompei (Reel Instagram),NEXT STEP ADVERTISING S.R.L.,AR03558,False,Campañas,False,ZAS ARGENTINA,USD,1100.0,2026-03-22 18:00:00,2026-03-23 14:00:00,750.0
26464,Guada Pompei (Historia Instagram),NEXT STEP ADVERTISING S.R.L.,AR03558,False,Campañas,False,ZAS ARGENTINA,USD,1100.0,2026-03-15 14:00:00,False,350.0
26395,La Casita Pinterest (Tiktok),NEXT STEP ADVERTISING S.R.L.,AR03604,False,Campañas,False,ZAS ARGENTINA,ARS,1200000.0,2026-04-24 18:00:00,False,600000.0
26392,Milo Gonzalez (Tiktok),NEXT STEP ADVERTISING S.R.L.,AR03508,False,Campañas,False,ZAS ARGENTINA,ARS,1500000.0,2026-03-31 01:00:00,False,1000000.0
25964,Marian Soler (Reel Collab),NEXT STEP ADVERTISING S.R.L.,AR03350,False,Campañas,False,ZAS ARGENTINA,ARS,450000.0,2026-03-26 18:00:00,2026-03-27 18:00:00,450000.0
25889,More Andrade (TikTok Collab),NEXT STEP ADVERTISING S.R.L.,AR03412,False,Campañas,False,ZAS ARGENTINA,ARS,2850000.0,2026-04-16 14:00:00,False,2550000.0
25813,Jacinta de Oromi (Tiktok) 2,NEXT STEP ADVERTISING S.R.L.,AR03138,False,Campañas,False,ZAS ARGENTINA,ARS,4000000.0,False,2026-05-04 14:00:00,850000.0
25573,La Toba (Tiktok) 1,NEXT STEP ADVERTISING S.R.L.,AR03515,False,Campañas,False,ZAS ARGENTINA,ARS,2500000.0,2026-03-31 13:00:00,False,950000.0
25569,La Toba (Pauta por 30 días),NEXT STEP ADVERTISING S.R.L.,AR03533,False,Campañas,False,ZAS ARGENTINA,ARS,1300000.0,2026-03-13 14:00:00,False,300000.0
25567,Martu Ortiz (Pauta por 30 días),NEXT STEP ADVERTISING S.R.L.,AR03514,False,Campañas,False,ZAS ARGENTINA,ARS,4100000.0,2026-03-05 15:00:00,2026-03-13 17:00:00,950000.0
25530,La Casita Pinterest (Pauta por 30 días),NEXT STEP ADVERTISING S.R.L.,AR03507,False,Campañas,False,ZAS ARGENTINA,ARS,1200000.0,2026-03-28 01:00:00,False,300000.0
25437,Delfi Peña (Presencia),NEXT STEP ADVERTISING S.R.L.,AR03454,False,Campañas,False,ZAS ARGENTINA,USD,2650.0,2026-02-27 18:00:00,False,250.0
25435,Rama Palomeque (Historia Instagram),NEXT STEP ADVERTISING S.R.L.,AR03490,False,Campañas,False,ZAS ARGENTINA,ARS,1500000.0,2026-03-09 15:00:00,2026-03-20 18:00:00,500000.0
25140,Facturita (Cápsula de video 1),NEXT STEP ADVERTISING S.R.L.,AR03488,False,Campañas,False,ZAS ARGENTINA,ARS,1800000.0,2026-02-27 18:00:00,2026-02-28 19:00:00,225000.0
25112,Sabri Ibañez (Reel Instagram),NEXT STEP ADVERTISING S.R.L.,AR03167,False,Campañas,False,ZAS ARGENTINA,ARS,2350000.0,2026-04-08 18:00:00,False,1350000.0
24470,IMANOL (Historia Instagram),NEXT STEP ADVERTISING S.R.L.,AR03316,False,Campañas,False,ZAS ARGENTINA,USD,2458.0,2026-02-23 19:00:00,2026-02-20 14:00:00,458.0
24382,IMANOL (Presencia),NEXT STEP ADVERTISING S.R.L.,AR03360,False,Campañas,False,ZAS ARGENTINA,ARS,2200000.0,2026-02-14 14:00:00,2026-02-14 17:00:00,550000.0
24237,MARTY D (Youtube Short),NEXT STEP ADVERTISING S.R.L.,AR03277,False,Campañas,False,ZAS ARGENTINA,ARS,1000000.0,2026-02-01 18:00:00,False,1000000.0
24158,Facturita (Historia Instagram) 1,NEXT STEP ADVERTISING S.R.L.,AR03352,False,Campañas,False,ZAS ARGENTINA,ARS,400000.0,2026-02-14 15:00:00,2026-02-17 02:00:00,100000.0
24152,IMANOL (Pauta por 30 días),NEXT STEP ADVERTISING S.R.L.,AR03345,False,Campañas,False,ZAS ARGENTINA,ARS,750000.0,2026-02-16 15:00:00,2026-02-26 02:00:00,80000.0
24151,Luna Picon (Reel Collab),NEXT STEP ADVERTISING S.R.L.,AR03313,False,Campañas,False,ZAS ARGENTINA,ARS,500000.0,2026-02-11 17:00:00,2026-02-14 02:00:00,500000.0
24149,Milo Gonzalez (Reel Instagram) 2,NEXT STEP ADVERTISING S.R.L.,AR03029,False,Campañas,False,ZAS ARGENTINA,ARS,4000000.0,2026-03-20 18:00:00,2026-02-20 16:00:00,2100000.0
24148,Milo Gonzalez (Reel Instagram) 1,NEXT STEP ADVERTISING S.R.L.,AR03029,False,Campañas,False,ZAS ARGENTINA,ARS,4000000.0,2026-02-02 01:00:00,False,1900000.0
24095,Recontra Luchita (Exclusividad 1),NEXT STEP ADVERTISING S.R.L.,AR03296,False,Campañas,False,ZAS ARGENTINA,USD,1250.0,2026-02-27 15:00:00,2026-02-27 12:00:00,150.0
23677,Tobi Calderon  (Exclusividad),NEXT STEP ADVERTISING S.R.L.,AR03096,False,Campañas,False,ZAS ARGENTINA,ARS,5750000.0,2026-02-01 20:00:00,False,500000.0
23644,Sol Ibañez (Presencia),NEXT STEP ADVERTISING S.R.L.,AR03095,False,Campañas,False,ZAS ARGENTINA,ARS,6000000.0,2026-02-03 15:00:00,False,1200000.0
23643,Facturita (Pauta por 30 días),NEXT STEP ADVERTISING S.R.L.,AR03176,False,Campañas,False,ZAS ARGENTINA,ARS,200000.0,2026-02-03 15:00:00,False,200000.0
23640,Guada Pompei (Pauta por 30 días),NEXT STEP ADVERTISING S.R.L.,AR03175,False,Campañas,False,ZAS ARGENTINA,ARS,220000.0,2026-02-01 15:00:00,False,220000.0
23437,Facturita (Tiktok) 1,NEXT STEP ADVERTISING S.R.L.,AR03007,False,Campañas,False,ZAS ARGENTINA,ARS,2300000.0,2026-03-12 12:00:00,False,850000.0
23435,Facturita (Reel Instagram),NEXT STEP ADVERTISING S.R.L.,AR03007,False,Campañas,False,ZAS ARGENTINA,ARS,2300000.0,2026-03-31 18:00:00,False,600000.0
23426,Taller de Calu (Reel Instagram),NEXT STEP ADVERTISING S.R.L.,AR03113,False,Campañas,False,ZAS ARGENTINA,ARS,300000.0,2026-01-30 16:00:00,False,300000.0
23422,Taller de Calu (Pauta por 30 días),NEXT STEP ADVERTISING S.R.L.,AR03173,False,Campañas,False,ZAS ARGENTINA,ARS,1550000.0,2026-03-08 14:00:00,False,350000.0
23420,Taller de Calu (Pauta por 30 días),NEXT STEP ADVERTISING S.R.L.,AR03170,False,Campañas,False,ZAS ARGENTINA,ARS,1450000.0,2026-02-05 17:00:00,2026-02-06 16:00:00,350000.0
23417,Gali Andrade  (Pauta por 30 días),NEXT STEP ADVERTISING S.R.L.,AR03139,False,Campañas,False,ZAS ARGENTINA,ARS,1500000.0,2026-02-02 16:00:00,False,200000.0
23408,Delfi Peña (Historia Instagram) 1,NEXT STEP ADVERTISING S.R.L.,AR03278,False,Campañas,False,ZAS ARGENTINA,ARS,2500000.0,2026-01-22 16:00:00,False,200000.0
23406,Tobi Calderon  (Tiktok),NEXT STEP ADVERTISING S.R.L.,AR03275,False,Campañas,False,ZAS ARGENTINA,ARS,4000000.0,2026-01-27 16:00:00,False,900000.0
23398,Fede Robello (Historia Instagram),NEXT STEP ADVERTISING S.R.L.,AR03183,False,Campañas,False,ZAS ARGENTINA,ARS,0.0,False,2026-02-06 16:00:00,0.0
23388,Facturita (Historia Instagram) 1,NEXT STEP ADVERTISING S.R.L.,AR03184,False,Campañas,False,ZAS ARGENTINA,ARS,0.0,2026-01-20 15:00:00,False,0.0
23386,Facturita (Historia Instagram) 1,NEXT STEP ADVERTISING S.R.L.,AR03185,False,Campañas,False,ZAS ARGENTINA,ARS,0.0,2026-01-23 15:00:00,False,0.0
23384,Cele Aloe (Historia Instagram) 1,NEXT STEP ADVERTISING S.R.L.,AR03186,False,Campañas,False,ZAS ARGENTINA,ARS,0.0,2026-01-22 15:00:00,False,0.0
23382,Pipa Barbato (Pauta por 30 días),NEXT STEP ADVERTISING S.R.L.,AR03172,False,Campañas,False,ZAS ARGENTINA,ARS,1300000.0,2026-02-11 17:00:00,2026-02-06 15:00:00,300000.0
23380,Tobi Calderon  (Historia Instagram),NEXT STEP ADVERTISING S.R.L.,AR03065,False,Campañas,False,ZAS ARGENTINA,ARS,650000.0,2026-02-09 17:00:00,2026-02-06 15:00:00,200000.0
23376,La Casita Pinterest (Historia Instagram),NEXT STEP ADVERTISING S.R.L.,AR03111,False,Campañas,False,ZAS ARGENTINA,ARS,350000.0,2026-02-02 15:00:00,False,100000.0
23369,Domi Faena (Tiktok) 1,NEXT STEP ADVERTISING S.R.L.,AR03112,False,Campañas,False,ZAS ARGENTINA,ARS,4400000.0,2026-01-26 15:00:00,False,2200000.0
23368,Jacinta de Oromi (Presencia),NEXT STEP ADVERTISING S.R.L.,AR03187,False,Campañas,False,ZAS ARGENTINA,USD,1250.0,2026-01-30 15:00:00,False,200.0
23366,Jacinta de Oromi (Tiktok) 1,NEXT STEP ADVERTISING S.R.L.,AR03187,False,Campañas,False,ZAS ARGENTINA,USD,1250.0,2026-02-10 17:00:00,2026-02-05 15:00:00,400.0
23364,Kiari Hernandez (Historia Instagram),NEXT STEP ADVERTISING S.R.L.,AR03205,False,Campañas,False,ZAS ARGENTINA,ARS,0.0,2026-01-26 15:00:00,False,0.0
23361,La Casita Pinterest (Historia Instagram),NEXT STEP ADVERTISING S.R.L.,AR03211,False,Campañas,False,ZAS ARGENTINA,ARS,0.0,2026-01-23 15:00:00,False,0.0
23356,Sabri Ibañez (Reel Instagram),NEXT STEP ADVERTISING S.R.L.,AR03133,False,Campañas,False,ZAS ARGENTINA,ARS,1400000.0,2026-02-18 20:00:00,2026-02-17 15:00:00,1400000.0
23353,Taller de Calu (Reel Instagram),NEXT STEP ADVERTISING S.R.L.,AR03217,False,Campañas,False,ZAS ARGENTINA,ARS,600000.0,2026-03-31 01:00:00,2026-03-30 15:00:00,600000.0
23352,Milo Gonzalez (Historia Instagram),NEXT STEP ADVERTISING S.R.L.,AR03305,False,Campañas,False,ZAS ARGENTINA,ARS,0.0,2026-02-12 14:00:00,2026-02-20 15:00:00,0.0
23337,Martu Ortiz (Historia Instagram) 1,NEXT STEP ADVERTISING S.R.L.,AR03048,False,Campañas,False,ZAS ARGENTINA,ARS,3800000.0,2026-01-23 15:00:00,False,1300000.0
23151,Ezzequiel (Exclusividad) 1,NEXT STEP ADVERTISING S.R.L.,AR02984,False,Campañas,False,ZAS ARGENTINA,ARS,16000000.0,2026-03-31 14:00:00,False,625000.0
23144,Stephan Ruggeri (Historia Instagram) 1,NEXT STEP ADVERTISING S.R.L.,AR03130,False,Campañas,False,EXTERNOS,ARS,12500000.0,2026-01-22 20:00:00,False,1050000.0
23138,Stephan Ruggeri (Reel Instagram) 1,NEXT STEP ADVERTISING S.R.L.,AR03130,False,Campañas,False,EXTERNOS,ARS,12500000.0,2026-03-25 18:00:00,2026-03-13 20:00:00,2100000.0
23088,Facturita (Historia Instagram),NEXT STEP ADVERTISING S.R.L.,AR03244,False,Campañas,False,ZAS ARGENTINA,ARS,0.0,2026-02-06 14:00:00,2026-02-13 15:00:00,0.0
23086,La Casita Pinterest (Historia Instagram),NEXT STEP ADVERTISING S.R.L.,AR03245,False,Campañas,False,ZAS ARGENTINA,ARS,0.0,2026-02-06 14:00:00,2026-02-13 15:00:00,0.0
22965,Delfi Peña (Tiktok) 1,NEXT STEP ADVERTISING S.R.L.,AR03153,False,Campañas,False,ZAS ARGENTINA,ARS,2250000.0,2026-02-06 20:00:00,False,400000.0
22963,Delfi Peña (Historia Instagram) 1,NEXT STEP ADVERTISING S.R.L.,AR03153,False,Campañas,False,ZAS ARGENTINA,ARS,2250000.0,2026-05-15 20:00:00,False,150000.0
22960,La Toba (Historia Instagram) 2,NEXT STEP ADVERTISING S.R.L.,AR02893,False,Campañas,False,ZAS ARGENTINA,ARS,2250000.0,2026-05-15 20:00:00,False,150000.0
22913,Ezzequiel (Jornada de grabación),NEXT STEP ADVERTISING S.R.L.,AR03210,False,Campañas,False,ZAS ARGENTINA,ARS,150000.0,2026-01-21 15:00:00,False,150000.0
22622,Pipa Barbato (Jornada de grabación) 1,NEXT STEP ADVERTISING S.R.L.,AR03135,False,Campañas,False,ZAS ARGENTINA,ARS,1600000.0,2026-01-15 20:00:00,False,800000.0
22370,Keruza (Reel Instagram),NEXT STEP ADVERTISING S.R.L.,AR03080,False,Campañas,False,ZAS ARGENTINA,ARS,900000.0,2026-01-12 15:00:00,False,900000.0
18556,La Toba (Historia Instagram) 1,NEXT STEP ADVERTISING S.R.L.,AR02837,False,Campañas,False,ZAS ARGENTINA,ARS,2300000.0,2025-12-16 17:00:00,False,400000.0
18550,Meri Vidosevich (Reel Instagram),NEXT STEP ADVERTISING S.R.L.,AR02869,False,Campañas,False,EXTERNOS,ARS,800000.0,2026-01-16 13:00:00,2026-01-15 17:00:00,800000.0
18545,Milo Gonzalez (Derecho de imagen por 30 dias),NEXT STEP ADVERTISING S.R.L.,AR02912,False,Campañas,False,ZAS ARGENTINA,USD,800.0,2025-12-10 14:00:00,False,200.0
18345,More Andrade (Historia Instagram),NEXT STEP ADVERTISING S.R.L.,AR02722,False,Campañas,False,ZAS ARGENTINA,ARS,1694000.0,2025-12-30 19:00:00,2025-12-31 14:00:00,694000.0
18332,Milo Gonzalez (Tiktok),NEXT STEP ADVERTISING S.R.L.,AR03017,False,Campañas,False,ZAS ARGENTINA,ARS,1700000.0,2026-01-15 13:00:00,2026-01-09 13:00:00,1700000.0
18139,Juli Bianco (Historia Instagram),NEXT STEP ADVERTISING S.R.L.,AR02972,False,Campañas,False,ZAS ARGENTINA,ARS,180000.0,2026-01-09 17:00:00,2026-01-07 13:00:00,180000.0
18132,Domi Faena (Exclusividad),NEXT STEP ADVERTISING S.R.L.,AR03001,False,Campañas,False,ZAS ARGENTINA,ARS,9650000.0,2026-01-26 20:00:00,False,1300000.0
17940,La Toba (Tiktok),NEXT STEP ADVERTISING S.R.L.,AR02910,False,Campañas,False,ZAS ARGENTINA,ARS,0.0,2026-01-05 13:00:00,2026-01-30 17:00:00,0.0
17939,Martu Ortiz (Historia Instagram 2),NEXT STEP ADVERTISING S.R.L.,AR02999,False,Campañas,False,ZAS ARGENTINA,ARS,3000000.0,2025-12-19 17:00:00,False,1500000.0
17858,Juli Bianco (Reel Instagram),NEXT STEP ADVERTISING S.R.L.,AR02944,False,Campañas,False,ZAS ARGENTINA,ARS,650000.0,2026-01-19 13:00:00,2026-01-19 19:00:00,650000.0
17853,Guada Pompei (Historia Instagram 1),NEXT STEP ADVERTISING S.R.L.,AR02970,False,Campañas,False,ZAS ARGENTINA,ARS,1900000.0,2026-01-16 20:00:00,2026-01-16 19:00:00,400000.0
17626,Martu Ortiz (Presencia),NEXT STEP ADVERTISING S.R.L.,AR02648,False,Campañas,False,ZAS ARGENTINA,ARS,6650000.0,2025-12-03 20:00:00,False,1500000.0
17218,Juli Bianco (Exclusividad) 1,NEXT STEP ADVERTISING S.R.L.,AR02844,False,Campañas,False,ZAS ARGENTINA,ARS,900000.0,2025-12-19 12:00:00,False,150000.0
16761,Milo Gonzalez (Exclusividad),NEXT STEP ADVERTISING S.R.L.,AR02834,False,Campañas,False,ZAS ARGENTINA,ARS,1100000.0,2025-12-16 14:00:00,False,200000.0
16520,Guada Pompei (Historia Instagram),NEXT STEP ADVERTISING S.R.L.,AR02801,False,Campañas,False,ZAS ARGENTINA,ARS,1350000.0,2026-01-05 18:00:00,2026-01-15 14:00:00,450000.0
16515,Jacinta de Oromi (Presencia),NEXT STEP ADVERTISING S.R.L.,AR02794,False,Campañas,False,ZAS ARGENTINA,ARS,4050000.0,2025-11-28 19:00:00,False,600000.0
16481,Keruza (Pauta por 30 días),NEXT STEP ADVERTISING S.R.L.,AR02785,False,Campañas,False,ZAS ARGENTINA,ARS,750000.0,2026-01-05 17:00:00,2025-12-30 14:00:00,150000.0
29711,Juli Bianco (Tiktok),NEXT STEP ADVERTISING S.R.L.,AR03961,False,Campañas,False,ZAS ARGENTINA,ARS,2610000.0,2026-05-12 20:00:00,False,1410000.0
29705,Juli Bianco (Reel Instagram),NEXT STEP ADVERTISING S.R.L.,AR03895,False,Campañas,False,ZAS ARGENTINA,USD,2700.0,2026-05-07 14:00:00,False,1100.0
29702,Juli Bianco (Historia Instagram) 2,NEXT STEP ADVERTISING S.R.L.,AR03895,False,Campañas,False,ZAS ARGENTINA,USD,2700.0,2026-05-12 14:00:00,False,350.0
29254,Maxi Sieghart (Conducción) 8,NEXT STEP ADVERTISING S.R.L.,AR03583,False,Campañas,False,ZAS ARGENTINA,ARS,10800000.0,False,2026-10-28 14:00:00,1200000.0
28568,La Casita Pinterest (Historia Instagram) 1,NEXT STEP ADVERTISING S.R.L.,AR03668,False,Campañas,False,ZAS ARGENTINA,ARS,1000000.0,2026-04-21 15:00:00,2026-04-27 14:00:00,250000.0
28110,Ezzequiel (Pauta por 30 días),NEXT STEP ADVERTISING S.R.L.,AR03596,False,Campañas,False,ZAS ARGENTINA,USD,2545.0,2026-04-27 17:00:00,2026-04-24 15:00:00,595.0
28097,Martu Ortiz (Pauta por 30 días),NEXT STEP ADVERTISING S.R.L.,AR03789,False,Campañas,False,ZAS ARGENTINA,USD,4900.0,2026-04-20 14:00:00,2026-04-21 14:00:00,800.0
28095,LUQUITAS RODRIGUEZ (Youtube Short),NEXT STEP ADVERTISING S.R.L.,AR03775,False,Campañas,False,ZAS ARGENTINA,USD,8000.0,False,2026-05-28 14:00:00,3000.0
27505,Vicky Gils (Exclusividad) 2,NEXT STEP ADVERTISING S.R.L.,AR03633,False,Campañas,False,ZAS ARGENTINA,ARS,4700000.0,2026-05-08 12:00:00,2026-05-07 19:00:00,1000000.0
27500,Davo Xeneixe (Integracion Youtube) 2,NEXT STEP ADVERTISING S.R.L.,AR03715,False,Campañas,False,ZAS ARGENTINA,USD,40000.0,2026-05-23 14:00:00,False,8000.0
27323,Maxi Sieghart (Cápsula de video) 2,NEXT STEP ADVERTISING S.R.L.,AR03684,False,Campañas,False,ZAS ARGENTINA,ARS,700000.0,2026-03-31 18:00:00,2026-04-08 14:00:00,175000.0
27137,Jacinta de Oromi (Derecho de imagen por 30 dias),NEXT STEP ADVERTISING S.R.L.,AR03647,False,Campañas,False,ZAS ARGENTINA,USD,4000.0,2026-04-21 14:00:00,2026-04-01 18:00:00,300.0
26803,Jacinta de Oromi (Historia Instagram) 2,NEXT STEP ADVERTISING S.R.L.,AR03557,False,Campañas,False,ZAS ARGENTINA,USD,1000.0,2026-03-26 23:00:00,2026-03-26 14:00:00,500.0
25641,Domi Faena (Pauta por 30 días) 2,NEXT STEP ADVERTISING S.R.L.,AR03195,False,Campañas,False,ZAS ARGENTINA,ARS,8000000.0,2026-02-20 15:00:00,False,950000.0
25574,La Toba (Tiktok) 2,NEXT STEP ADVERTISING S.R.L.,AR03515,False,Campañas,False,ZAS ARGENTINA,ARS,2500000.0,False,2026-06-01 17:00:00,950000.0
25570,La Toba (Tiktok),NEXT STEP ADVERTISING S.R.L.,AR03533,False,Campañas,False,ZAS ARGENTINA,ARS,1300000.0,2026-03-13 14:00:00,False,1000000.0
25442,La Toba (Presencia),NEXT STEP ADVERTISING S.R.L.,AR03454,False,Campañas,False,ZAS ARGENTINA,USD,2650.0,2026-02-27 18:00:00,False,300.0
25439,Delfi Peña (Pauta por 30 días),NEXT STEP ADVERTISING S.R.L.,AR03454,False,Campañas,False,ZAS ARGENTINA,USD,2650.0,2026-03-14 14:00:00,False,100.0
25436,Rama Palomeque (Tiktok),NEXT STEP ADVERTISING S.R.L.,AR03490,False,Campañas,False,ZAS ARGENTINA,ARS,1500000.0,2026-03-09 15:00:00,2026-03-20 18:00:00,1000000.0
25141,Facturita (Cápsula de video 2),NEXT STEP ADVERTISING S.R.L.,AR03488,False,Campañas,False,ZAS ARGENTINA,ARS,1800000.0,2026-02-27 18:00:00,2026-02-28 19:00:00,225000.0
24159,Facturita (Historia Instagram) 2,NEXT STEP ADVERTISING S.R.L.,AR03352,False,Campañas,False,ZAS ARGENTINA,ARS,400000.0,2026-02-15 15:00:00,2026-02-18 02:00:00,100000.0
24096,Recontra Luchita (Exclusividad 2),NEXT STEP ADVERTISING S.R.L.,AR03296,False,Campañas,False,ZAS ARGENTINA,USD,1250.0,2026-03-30 18:00:00,2026-03-31 12:00:00,150.0
23438,Facturita (Tiktok) 2,NEXT STEP ADVERTISING S.R.L.,AR03007,False,Campañas,False,ZAS ARGENTINA,ARS,2300000.0,2026-04-17 18:00:00,False,850000.0
23424,Taller de Calu (Pauta por 30 días),NEXT STEP ADVERTISING S.R.L.,AR03108,False,Campañas,False,ZAS ARGENTINA,ARS,1650000.0,2026-03-31 13:00:00,2026-03-31 16:00:00,350000.0
